keyword,title,sale_price($),anchor_price($),ratings(5),reviews,orders,scrape_datetime,url
watches,"Michael Kors Oversized Slim Runway Men's Watch, Stainless Steel Watch for Men",95.0,95.0,4.7,10907.0,2000+,2024-11-07 13:27:13,https://www.amazon.com/Michael-Kors-Runway-Black-MK8507/dp/B01HEVAPSO/ref=sr_1_1
watches,"Smart Watch, Fitness Tracker with Heart Rate Monitor, Blood Oxygen, Sleep Tracking, 1.5 Inch Touchscreen Smartwatch for Android iOS Swimming Waterproof Pedometer Step Calories Tracker for Women Men",19.99,19.99,4.0,2653.0,2000+,2024-11-07 13:27:13,https://www.amazon.com/Tracking-Touchscreen-Smartwatch-Waterproof-Pedometer/dp/B0C1GNXTSW/ref=sr_1_2
watches,Amazon's Choice: Overall Pick,16.86,16.86,4.5,34577.0,9000+,2024-11-07 13:27:13,https://www.amazon.com/Casio-F91W-1-Classic-Resin-Digital/dp/B000GAWSDG/ref=sr_1_3
watches,Timex Men's Expedition Scout 40mm Watch,34.92,34.92,4.4,24590.0,1000+,2024-11-07 13:27:13,https://www.amazon.com/Timex-TW4B15500-Expedition-Scout-Slip-Thru/dp/B07FFBHM7F/ref=sr_1_4
watches,Casio Illuminator AE1500WH Series | 10-Year Battery | LED Backlight | 5-Alarms | 1/100 Sec Stopwatch | Men's Digital Watch,20.97,20.97,4.6,17545.0,1000+,2024-11-07 13:27:13,https://www.amazon.com/Casio-AE-1500WH-5AVCF-10-Year-Battery/dp/B08VMTXZP1/ref=sr_1_5
watches,"Smart Watch for Men Women Compatible with iPhone Samsung Android Phone 1.69 inch Full Touch Screen IP68 Waterproof Bluetooh Fitness Tracker Heart Rate / Sleep Monitor, Black",18.99,18.99,4.1,1297.0,1000+,2024-11-07 13:27:13,https://www.amazon.com/TORJALPH-Compatible-Samsung-Waterproof-Bluetooh/dp/B09TR2NNJS/ref=sr_1_6
watches,"Casio F108WH Series | Men's Digital Watch | Illuminator | Water Resistant | LED Light | Daily Alarm | 1/100 SEC Stopwatch | 3 Hands (HR, Min, SEC) | Date/Day Display | Daily Alarm | 7 Year Battery",16.88,16.88,4.6,25660.0,4000+,2024-11-07 13:27:13,https://www.amazon.com/Casio-F108WH-Illuminator-Collection-Digital/dp/B0053HBJBE/ref=sr_1_7
watches,Timex Men's Easy Reader Watch,36.83,36.83,4.5,15926.0,2000+,2024-11-07 13:27:13,https://www.amazon.com/Timex-T2H281-Reader-Black-Leather/dp/B000AYYIYU/ref=sr_1_8
watches,"SAMSUNG Galaxy Watch 7 44mm Bluetooth AI Smartwatch w/Energy Score, Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker, 2024, Silver [US Version, 1Yr Manufacturer Warranty]",260.99,260.99,4.4,704.0,1000+,2024-11-07 13:27:13,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Wellness-Manufacturer/dp/B0D1YL9TRK/ref=sr_1_9
watches,Anne Klein Women's Bracelet Watch,28.97,28.97,4.6,4266.0,3000+,2024-11-07 13:27:13,https://www.amazon.com/Anne-Klein-Dress-Watch-Model/dp/B08G1XQ99P/ref=sr_1_10
watches,Casio Men's Vintage A158WA-1 Water Resistant Digital Watch,20.28,20.28,4.6,44602.0,7000+,2024-11-07 13:27:13,https://www.amazon.com/Casio-A158WA-1-Water-Resistant-Digital/dp/B000GAYQJ0/ref=sr_1_11
watches,Casio Men's MDV106-1AV 200 M WR Black Dive Watch (MDV106-1A),50.97,50.97,4.7,21291.0,2000+,2024-11-07 13:27:13,https://www.amazon.com/Casio-MDV106-1AV-Analog-Watch-Black/dp/B009KYJAJY/ref=sr_1_12
watches,Casio FT500WC-5BVCF Men's Forester Sport Watch with Nylon Band,21.92,21.92,4.5,7210.0,1000+,2024-11-07 13:27:13,https://www.amazon.com/CASIO-FT-500WC-5BVCF-Forester-Sport-Watch/dp/B004AOLA1A/ref=sr_1_13
watches,LN LENQIN Mens Watches Analog Quartz Sports Unisex Watch 30M Waterproof Nurse Watches for Men Women Nurse Medical Professionals-Military Time with Second Hand Glowing Easy to Read Dial Wrist Watch…,13.99,13.99,4.3,2502.0,1000+,2024-11-07 13:27:13,https://www.amazon.com/LN-LENQIN-Watches-Waterproof-Professionals-Military/dp/B0C2TF41Z2/ref=sr_1_14
watches,Nine West Women's Crystal Accented Bracelet Watch,18.39,18.39,4.5,10721.0,3000+,2024-11-07 13:27:13,https://www.amazon.com/Nine-West-Accented-Gold-Tone-Bracelet/dp/B075YYK9NL/ref=sr_1_15
watches,"SAMSUNG Galaxy Watch 6 44mm Bluetooth Smartwatch, Fitness Tracker, Personalized HR Zones, Advanced Sleep Coaching, Heart Monitor, BIA Sensor, Health Wellness Insights, Big Screen, US Version, Graphite",189.99,189.99,4.5,5811.0,6000+,2024-11-07 13:27:13,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Personalized-Advanced/dp/B0C797946T/ref=sr_1_16
watches,Fossil Nate Men's Watch with Oversized Chronograph Watch Dial and Stainless Steel or Leather Band,112.54,112.54,4.5,21453.0,700+,2024-11-07 13:27:13,https://www.amazon.com/Fossil-Quartz-Stainless-Steel-Chronograph/dp/B008AXYWHQ/ref=sr_1_17
watches,Anne Klein Women's Genuine Diamond Dial Bangle Watch,21.55,21.55,4.6,9467.0,3000+,2024-11-07 13:27:13,https://www.amazon.com/Anne-Klein-AK-1980BKGB-Diamond-Accented/dp/B00ZHJDT7U/ref=sr_1_18
watches,Anne Klein Women's Leather Strap Watch,20.27,20.27,4.6,5593.0,2000+,2024-11-07 13:27:13,https://www.amazon.com/Anne-Klein-AK-2706CHBK-Gold-Tone/dp/B01H1UHV5S/ref=sr_1_19
watches,"Casio MQ24 Vintage Series | Quartz Analog Watch for Men | White/Black | Water Resistant | Resin Case | Resin Band | Resin Glass | Three Hand Analog (HR, Min, SEC) | Classic Design | 3 Yr Batt",15.46,15.46,4.4,8133.0,2000+,2024-11-07 13:27:13,https://www.amazon.com/Casio-MQ24-7B2-Analog-Watch-Black/dp/B000GB0G7A/ref=sr_1_20
watches,Timex Men's Ironman Classic 30 38mm Watch,33.1,33.1,4.5,16862.0,2000+,2024-11-07 13:27:13,https://www.amazon.com/Timex-Ironman-Classic-Full-Size-Running/dp/B0842QF6JD/ref=sr_1_21
watches,L LAVAREDO Mens Digital Watch Sports Military Watches Waterproof Outdoor Chronograph Wrist Watches for Men with LED Back Ligh/Alarm/Date,16.99,16.99,4.3,9769.0,800+,2024-11-07 13:27:13,https://www.amazon.com/Waterproof-Multifunctional-Chronograph-Backlight-Stopwatch/dp/B089NGH82D/ref=sr_1_22
watches,Timex Men's Easy Reader Watch,29.52,29.52,4.6,10923.0,2000+,2024-11-07 13:27:13,https://www.amazon.com/Timex-Mens-Easy-Reader-Watch/dp/B072P1WLGL/ref=sr_1_23
watches,Fossil Grant Men's Watch with Chronograph or Automatic Display and Genuine Leather or Stainless Steel Band,109.99,109.99,4.6,18257.0,400+,2024-11-07 13:27:13,https://www.amazon.com/Fossil-ME3099-Self-Wind-Stainless-Steel/dp/B01487C6WA/ref=sr_1_24
watches,"Citizen Men's Eco-Drive Weekender Brycen Chronograph Watch in Stainless Steel, Brown Leather strap, Ivory Dial (Model: CA0649-06X)",186.12,186.12,4.6,1867.0,300+,2024-11-07 13:27:13,https://www.amazon.com/Citizen-Eco-Drive-Quartz-Stainless-Leather/dp/B06XYYF4BG/ref=sr_1_25
watches,Timex Unisex Weekender 38mm Watch,36.69,36.69,4.5,22380.0,900+,2024-11-07 13:27:13,https://www.amazon.com/Timex-Unisex-T2N651-Weekender-Slip-Thru/dp/B004VR9HP2/ref=sr_1_26
watches,"Amazfit T-Rex 3 Rugged/Military Smart Watch 48mm, GPS (with Privacy), Offline Maps, Long Battery Life,328 Feet Water-Resistant, 170 Fitness/Sport Modes, AI, Voice Control, for Android or iPhone, Black",279.99,279.99,4.6,140.0,1000+,2024-11-07 13:27:13,https://www.amazon.com/Amazfit-Military-Privacy-Offline-Water-Resistant/dp/B0DCZ9PRCP/ref=sr_1_27
watches,Casio Men's Quartz Day-Date Indicator Black Resin Dive Watch (Model: MRW200H-1BV),21.92,21.92,4.4,15437.0,1000+,2024-11-07 13:27:13,https://www.amazon.com/Casio-MRW200H-1BV-Black-Resin-Watch/dp/B005JVP0LE/ref=sr_1_28
watches,"Citizen Promaster Dive Eco-Drive Watch, 3-Hand Date, ISO Certified, Luminous Hands and Markers, Rotating Bezel, Blue/Stainless (Model: BN0151-09L)",191.92,191.92,4.7,3766.0,500+,2024-11-07 13:27:14,https://www.amazon.com/Citizen-Eco-Drive-Promaster-Diver-BN0151-09L/dp/B00PXVU3GM/ref=sr_1_29
watches,Anne Klein Women's Bracelet Watch,26.23,26.23,4.5,3783.0,2000+,2024-11-07 13:27:14,https://www.amazon.com/Anne-Klein-Womens-105491SVTT-Two-Tone/dp/B000U5O5XI/ref=sr_1_30
watches,Nine West Women's Strap Watch,16.85,16.85,4.4,2022.0,3000+,2024-11-07 13:27:14,https://www.amazon.com/Nine-West-Womens-Strap-Watch/dp/B09HV5XZPP/ref=sr_1_31
watches,"Casio Men's Classic Stainless Steel Japanese-Quartz Stainless-Steel Strap, Silver, 21 Casual Watch (Model: AE1200WHD-1A)",33.95,33.95,4.6,12581.0,4000+,2024-11-07 13:27:14,https://www.amazon.com/Casio-AE1200WHD-1A-Stainless-Steel-Digital/dp/B0094B79CI/ref=sr_1_32
watches,Fossil Dean Men's Dress Watch with Chronograph Display and Stainless Steel Bracelet Band,103.72,103.72,4.6,3794.0,700+,2024-11-07 13:27:14,https://www.amazon.com/Fossil-Quartz-Two-Tone-Stainless-Chronograph/dp/B00AG37H8Y/ref=sr_1_33
watches,Anne Klein Women's Leather Strap Watch,24.26,24.26,4.5,8198.0,1000+,2024-11-07 13:27:14,https://www.amazon.com/Anne-Klein-109442CHHY-Gold-Tone-Champagne/dp/B004X4Y9ME/ref=sr_1_34
watches,Timex Women's Ironman Transit 33mm Resin Strap Watch,37.22,37.22,4.4,6157.0,400+,2024-11-07 13:27:14,https://www.amazon.com/Timex-TW5M35000-Ironman-Transit-Gold-Tone/dp/B083JW3W8D/ref=sr_1_35
watches,Invicta Men's Pro Diver Stainless Steel Quartz Watch,80.0,80.0,4.7,10578.0,400+,2024-11-07 13:27:14,https://www.amazon.com/Invicta-6981-Analog-Chronograph-Polyurethane/dp/B003MYYJD0/ref=sr_1_36
watches,"IOWODO Smart Watch for Men Women - 1.85''HD Screen with Make and Answer Calls, with AI Voice Assistant, SpO2/Heart Rate/Sleep Monitor, 100+ Sports Modes, Smartwatch for Android and iOS (2 Straps)",28.57,28.57,4.3,2744.0,1000+,2024-11-07 13:27:14,https://www.amazon.com/IOWODO-Smart-Watch-Men-Women/dp/B0CQ7GBV5B/ref=sr_1_37
watches,"Casio Men's Classic Japanese-Quartz Watch with Resin Strap, Black, 21 (Model: AE1200WH-1A)",19.99,19.99,4.7,8990.0,2000+,2024-11-07 13:27:14,https://www.amazon.com/Casio-AE1200WH-1A-World-Multifunction-Watch/dp/B0094B79PA/ref=sr_1_38
watches,Fossil Townsman Men's Watch with Chronograph Display and Genuine Leather Band,101.92,101.92,4.7,3005.0,800+,2024-11-07 13:27:14,https://www.amazon.com/Fossil-Townsman-Quartz-Stainless-Leather/dp/B079D9VSZD/ref=sr_1_39
watches,Anne Klein Women's Date Function Bracelet Watch,25.86,25.86,4.5,2043.0,1000+,2024-11-07 13:27:14,https://www.amazon.com/Anne-Klein-Womens-10-6777SVTT-Two-Tone/dp/B000PU3IJ0/ref=sr_1_40
watches,"Beeasy Digital Watch Waterproof with Stopwatch Alarm Countdown Dual Time, Ultra-Thin Super Wide-Angle Display Digital Wrist Watches for Men Women",17.99,17.99,4.1,11266.0,1000+,2024-11-07 13:27:14,https://www.amazon.com/Beeasy-Digital-Waterproof-Stopwatch-Countdown/dp/B082X7DM3R/ref=sr_1_41
watches,"Citizen Men's Classic Quartz Watch, Stainless Steel",93.95,93.95,4.6,1705.0,300+,2024-11-07 13:27:14,https://www.amazon.com/Citizen-Mens-Quartz-Watch-BF0580-57L/dp/B008FG6ZRI/ref=sr_1_42
watches,Invicta Men's Pro Diver Collection Coin-Edge Automatic Watch,82.34,82.34,4.5,41367.0,400+,2024-11-07 13:27:14,https://www.amazon.com/Invicta-8926OB-Stainless-Automatic-Bracelet/dp/B000JQFX1G/ref=sr_1_43
watches,OLEVS Watch for Men Diamond Business Dress Analog Quartz Stainless Steel Waterproof Luminous Date Two Tone Luxury Casual Wrist Watch,39.77,39.77,4.3,2074.0,1000+,2024-11-07 13:27:14,https://www.amazon.com/OLEVS-Business-Stainless-Waterproof-Luminous/dp/B0BK11BV64/ref=sr_1_44
watches,"Smart Watch, 1.85""HD Smartwatches for Men Women, (Answer/Make Calls), Fitness Tracker with 120+ Sport Modes, IP68 Waterproof Fitness Watch, Heart Rate, Sleep, SpO2 Monitor, Smartwatch for Android iOS",29.99,29.99,4.0,307.0,1000+,2024-11-07 13:27:14,https://www.amazon.com/Smartwatches-Fitness-Tracker-Waterproof-Smartwatch/dp/B0D3YKPNKY/ref=sr_1_45
watches,Invicta Men's 12847 Specialty Blue Dial Blue Polyurethane Watch,39.9,39.9,4.7,8299.0,700+,2024-11-07 13:27:14,https://www.amazon.com/Invicta-12847-Specialty-Stainless-Steel/dp/B00962GV2E/ref=sr_1_46
watches,Nine West Women's Strap Watch,17.44,17.44,4.4,10005.0,800+,2024-11-07 13:27:14,https://www.amazon.com/Nine-West-NW-1994WTPK-Gold-Tone/dp/B06XDQMPKP/ref=sr_1_47
watches,Anne Klein Women's Resin Bracelet Watch,30.34,30.34,4.5,3437.0,1000+,2024-11-07 13:27:14,https://www.amazon.com/Anne-Klein-Womens-Gold-Tone-Bracelet/dp/B078ZK2DVS/ref=sr_1_48
watches,Sponsored,429.99,429.99,5.0,1.0,,2024-11-07 13:27:20,https://www.amazon.com/sspa/click
watches,Sponsored,59.99,59.99,4.1,1004.0,200+,2024-11-07 13:27:20,https://www.amazon.com/sspa/click
watches,Sponsored,60.12,60.12,4.0,60.0,,2024-11-07 13:27:20,https://www.amazon.com/sspa/click
watches,Sponsored,69.98,69.98,4.2,2390.0,1000+,2024-11-07 13:27:20,https://www.amazon.com/sspa/click
watches,OLEVS Watch for Men Diamond Business Dress Analog Quartz Stainless Steel Waterproof Luminous Date Two Tone Luxury Casual Wrist Watch,39.77,39.77,4.3,2074.0,1000+,2024-11-07 13:27:20,https://www.amazon.com/OLEVS-Business-Stainless-Waterproof-Luminous/dp/B0BK11BV64/ref=sr_1_53
watches,Citizen Analog Black Dial Men's Watch-BI5010-59E,86.95,86.95,4.5,1189.0,400+,2024-11-07 13:27:20,https://www.amazon.com/Citizen-Quartz-Stainless-Steel-BI5010-59E/dp/B010FQP7BK/ref=sr_1_54
watches,Anne Klein Women's Resin Bracelet Watch,30.34,30.34,4.5,3437.0,1000+,2024-11-07 13:27:20,https://www.amazon.com/Anne-Klein-Womens-Gold-Tone-Bracelet/dp/B078ZK2DVS/ref=sr_1_55
watches,Nine West Women's Strap Watch,17.44,17.44,4.4,10005.0,800+,2024-11-07 13:27:20,https://www.amazon.com/Nine-West-NW-1994WTPK-Gold-Tone/dp/B06XDQMPKP/ref=sr_1_56
watches,Casio Men's G-Shock DW9052-1V Shock Resistant Black Resin Sport Watch,49.0,49.0,4.7,9594.0,1000+,2024-11-07 13:27:20,https://www.amazon.com/Casio-Classic-Core-DW9052-1-Wristwatch/dp/B000GAYQLI/ref=sr_1_57
watches,LN LENQIN Mens Watches Unisex Military Watches Sport Nylon Strap Stylish Luminous Fashion Watches Analog Quartz Watches for Men Waterproof Army Tactical Casual Wristwatch,17.99,17.99,4.1,1042.0,1000+,2024-11-07 13:27:20,https://www.amazon.com/LN-LENQIN-Military-Waterproof-Wristwatch/dp/B0CGX3KN95/ref=sr_1_58
watches,Nine West Women's Strap Watch,17.91,17.91,4.5,3118.0,1000+,2024-11-07 13:27:20,https://www.amazon.com/Nine-West-NW-1856NTNT-Gold-Tone/dp/B01DVTFRTA/ref=sr_1_59
watches,Nine West Women's Gunmetal Bracelet Watch,18.99,18.99,4.5,2635.0,800+,2024-11-07 13:27:20,https://www.amazon.com/Womens-Gunmetal-Bracelet-NW-2435PRGY/dp/B081J7FQF6/ref=sr_1_60
watches,"Armitron Sport Men's Digital Chronograph Resin Strap Watch, 40/8397",19.94,19.94,4.5,3601.0,300+,2024-11-07 13:27:20,https://www.amazon.com/Armitron-Sport-40-8397YLW-Chronograph/dp/B06Y2RMLJ2/ref=sr_1_61
watches,Timex Men's Expedition Acadia 40mm Watch – Black Case Black Dial with Black & Brown Leather & Fabric Strap,37.8,37.8,4.5,3433.0,700+,2024-11-07 13:27:20,https://www.amazon.com/Timex-TW4B08200-Expedition-Acadia-Leather/dp/B01N9HTWNE/ref=sr_1_62
watches,Casio W800H Series | Unisex Digital Watch | Black | 100 Meter Water Resistance | LED Backlight | 1/100 SEC Stopwatch | Dual Time | Multi-Function Alarm | Full Auto Calendar | 10 Year Battery,21.92,21.92,4.6,18596.0,2000+,2024-11-07 13:27:21,https://www.amazon.com/Casio-Quartz-Resin-Sport-Watch/dp/B001AWZDA4/ref=sr_1_63
watches,Fossil Copeland Men's Watch with Slim Case and Genuine Leather Band,77.35,77.35,4.7,2992.0,300+,2024-11-07 13:27:21,https://www.amazon.com/Fossil-Copeland-Stainless-Quartz-Leather/dp/B07WGWGMBM/ref=sr_1_64
watches,Fossil Coachman Men's Watch with Genuine Leather Bracelet Cuff,107.24,107.24,4.6,10807.0,400+,2024-11-07 13:27:21,https://www.amazon.com/Fossil-Quartz-Stainless-Leather-Casual/dp/B001T6OPZ0/ref=sr_1_65
watches,Timex Expedition Rugged Metal Watch,55.3,55.3,4.3,1583.0,400+,2024-11-07 13:27:21,https://www.amazon.com/Timex-T49990-Expedition-Natural-Leather/dp/B00LW3RP0W/ref=sr_1_66
watches,Bulova Men's 3-Hand Quartz Watch with Diamond Dial and Edge to Edge Crystal,255.16,255.16,4.6,1195.0,50+,2024-11-07 13:27:21,https://www.amazon.com/Bulova-Modern-Quartz-Stainless-Casual/dp/B0733PXTWG/ref=sr_1_67
watches,"Bulova Men's Icon High Precision Quartz Chronograph Watch, Curved Mineral Crystal",469.1,469.1,4.6,2922.0,50+,2024-11-07 13:27:21,https://www.amazon.com/Bulova-96B175-Precisionist-Stainless-Steel/dp/B0088BMYN4/ref=sr_1_68
watches,Sponsored,39.99,39.99,4.1,834.0,50+,2024-11-07 13:27:21,https://www.amazon.com/sspa/click
watches,Sponsored,23.99,23.99,4.5,323.0,300+,2024-11-07 13:27:21,https://www.amazon.com/sspa/click
watches,Sponsored,99.0,99.0,3.8,99.0,,2024-11-07 13:27:21,https://www.amazon.com/sspa/click
watches,"Smart Watch for Men Women (Answer/Make Call), 2024 HD 1.91""Smartwatch Fitness Activity Tracker, 110+ Sports IP68 Waterproof, Heart Rate/Sleep Monitor/Pedometer/Calories, Fitness Watch for Android iOS",24.99,24.99,3.9,2735.0,2000+,2024-11-07 13:27:21,https://www.amazon.com/Smartwatch-Activity-Waterproof-Pedometer-Calories/dp/B0CYBVPW33/ref=sr_1_72
watches,Anne Klein Women's Resin Bracelet Watch,26.05,26.05,4.5,9664.0,500+,2024-11-07 13:27:21,https://www.amazon.com/Anne-Klein-AK-1413LBSV-Silver-Tone/dp/B07L6Y2SGL/ref=sr_1_73
watches,"Bulova Men's Classic Aerojet 3-Hand Automatic Leather Strap Watch, Open Aperture, 40-Hour Power Reserve, Double Curved Mineral Crystal, 41mm",194.59,194.59,4.6,581.0,300+,2024-11-07 13:27:21,https://www.amazon.com/Bulova-Classic-Aerojet-Automatic-98A187/dp/B0733PJGWX/ref=sr_1_74
watches,"Armitron Sport Unisex Digital Chronograph Nylon Strap Watch, 45-7004",14.04,14.04,4.5,3870.0,800+,2024-11-07 13:27:21,https://www.amazon.com/Armitron-Sport-45-7004BLU-Chronograph/dp/B006ZTJEPC/ref=sr_1_75
watches,Sponsored,62.99,62.99,4.6,10.0,,2024-11-07 13:27:21,https://www.amazon.com/sspa/click
watches,Sponsored,23.99,23.99,4.2,1419.0,50+,2024-11-07 13:27:21,https://www.amazon.com/sspa/click
watches,Sponsored,35.99,35.99,4.3,8.0,100+,2024-11-07 13:27:21,https://www.amazon.com/sspa/click
watches,Sponsored,49.99,49.99,3.8,26.0,,2024-11-07 13:27:21,https://www.amazon.com/sspa/click
watches,Timex Men's Expedition Digital CAT5 41mm Watch,37.8,37.8,4.5,4422.0,100+,2024-11-07 13:27:21,https://www.amazon.com/Timex-Expedition-Classic-Digital-Chrono/dp/B00LW3RT4E/ref=sr_1_80
watches,Anne Klein Women's Genuine Diamond Dial Bangle Watch,27.93,27.93,4.5,2989.0,800+,2024-11-07 13:27:21,https://www.amazon.com/Anne-Klein-AK-2626RGRG-Diamond-Accented/dp/B01H5CQFPO/ref=sr_1_81
watches,Anne Klein Women's Bracelet Watch,22.37,22.37,4.6,2162.0,1000+,2024-11-07 13:27:21,https://www.amazon.com/Anne-Klein-AK-2787SVTT-Two-Tone/dp/B01H1V6JMS/ref=sr_1_82
watches,Anne Klein Women's Glitter Accented Bracelet Watch,23.81,23.81,4.5,529.0,600+,2024-11-07 13:27:21,https://www.amazon.com/Anne-Klein-Glitter-Accented-Bracelet/dp/B09SJ6Y7JR/ref=sr_1_83
watches,Sponsored,22.99,22.99,4.5,266.0,600+,2024-11-07 13:27:21,https://www.amazon.com/sspa/click
watches,"Casio MQ24 Vintage Series | Quartz Analog Watch for Men | Gold/Black | Water Resistant | Resin Case | Resin Band | Resin Glass | Three Hand Analog (HR, Min, SEC) | Classic Design | 3 Yr Batt",16.85,16.85,4.5,3094.0,900+,2024-11-07 13:27:21,https://www.amazon.com/Casio-MQ24-9B-Classic-Analog-Watch/dp/B0001XVUFA/ref=sr_1_85
watches,"Citizen Men's Eco-Drive Corso Classic Watch in Stainless Steel with Brown Leather strap, Blue Dial (Model: BU2070-12L)",176.04,176.04,4.6,487.0,100+,2024-11-07 13:27:21,https://www.amazon.com/Citizen-Eco-Drive-Quartz-Stainless-Leather/dp/B07992MDJQ/ref=sr_1_86
watches,Nine West Women's Strap Watch,18.99,18.99,4.5,6730.0,1000+,2024-11-07 13:27:21,https://www.amazon.com/Nine-West-Gold-Tone-NW-2346GPBK/dp/B07T4GYVFD/ref=sr_1_87
watches,"Casio Quartz Watch with Resin Strap, Clear, 20 (Model: F-91WS-7CF)",20.97,20.97,4.6,2957.0,1000+,2024-11-07 13:27:21,https://www.amazon.com/Casio-Quartz-Watch-Resin-Strap/dp/B086RNZX13/ref=sr_1_88
watches,Anne Klein Women's Bracelet Watch,27.99,27.99,4.4,3935.0,1000+,2024-11-07 13:27:21,https://www.amazon.com/Anne-Klein-Womens-104899SVTT-Two-Tone/dp/B0006MFKJS/ref=sr_1_89
watches,Nine West Women's Mesh Bracelet Watch,18.61,18.61,4.3,9286.0,400+,2024-11-07 13:27:21,https://www.amazon.com/Nine-Womens-Sunray-Bracelet-Watch/dp/B0721SHL6G/ref=sr_1_90
watches,Hands of Time: A Watchmaker’s History,0.0,0.0,4.6,408.0,,2024-11-07 13:27:21,https://www.amazon.com/Audible-Hands-Time-Watchmakers-History/dp/B0BJ171C8H/ref=sr_1_91
watches,Timex Men's Classic Digital 34mm Watch,32.9,32.9,4.5,6975.0,700+,2024-11-07 13:27:21,https://www.amazon.com/Timex-T78587-Silver-Tone-Stainless-Expansion/dp/B000B545A0/ref=sr_1_92
watches,Timex Men's Expedition Scout 43mm Watch – Black Dial & Case with Brown Leather Strap,35.49,35.49,4.4,1698.0,1000+,2024-11-07 13:27:22,https://www.amazon.com/Timex-TW4B11300-Expedition-Scout-Leather/dp/B071DQ3M36/ref=sr_1_93
watches,"TOZO S5 Smart Watch (Answer/Make Calls), 1.43’’ AMOLED Smart Watches for Men Women 100+ Sport Modes Fitness Watch with Blood Oxygen/Sleep/Heart Rate Monitor, IP68 Waterproof Smartwatch",59.99,59.99,4.2,1940.0,1000+,2024-11-07 13:27:22,https://www.amazon.com/TOZO-S5-Waterproof-Smartwatch-Silicone/dp/B07KY8MQGT/ref=sr_1_94
watches,"Casio MQ24 Series | Quartz Analog Watch for Men | Black/Gold | Water Resistant | Resin Case | Resin Band | Resin Glass | Three Hand Analog (HR, Min, SEC) | Classic Design | 3 Year Battery",14.99,14.99,4.3,10813.0,1000+,2024-11-07 13:27:22,https://www.amazon.com/Casio-MQ24-1E-Black-Resin-Watch/dp/B000GAWSHM/ref=sr_1_95
watches,Fossil Women's Riley Multifunction - ES2811,106.23,106.23,4.7,6510.0,500+,2024-11-07 13:27:22,https://www.amazon.com/Fossil-Womens-Riley-Quartz-Stainless/dp/B004D4S7AY/ref=sr_1_96
watches,Nine West Women's Bracelet Watch,16.45,16.45,4.5,3166.0,900+,2024-11-07 13:27:22,https://www.amazon.com/Nine-West-NW-2225BKRT-Gold-Tone/dp/B07H3HTZDR/ref=sr_1_97
watches,NUOVO Women Watch Silicone Watch for Ladies Sports Watch Casual Watch Crystal Accented Leather Strap Watch Analog Display Watch,9.99,9.99,4.3,219.0,1000+,2024-11-07 13:27:22,https://www.amazon.com/NUOVO-Leather-Ladies-Classic-Display/dp/B088LX6WCK/ref=sr_1_98
watches,"Smart Watch for Men Women, 1.96"" Fitness Tracker Running Watch (Answer/Make Call), IP68 Waterproof, Pedometer, Sleep/Step/Activity/Heart Rate Monitor, 110+ Sport Modes Smartwatch for Adroid iOS Phone",39.99,39.99,4.0,104.0,1000+,2024-11-07 13:27:22,https://www.amazon.com/Fitness-Waterproof-Pedometer-Activity-Smartwatch/dp/B0DB8CBBCZ/ref=sr_1_99
watches,Timex Unisex Expedition Digital CAT 33mm Watch,39.9,39.9,4.3,5083.0,200+,2024-11-07 13:27:22,https://www.amazon.com/Timex-Expedition-Digital-Chrono-Alarm/dp/B00126MV9Y/ref=sr_1_100
watches,Timex Women's Easy Reader Watch,36.4,36.4,4.5,10609.0,200+,2024-11-07 13:27:22,https://www.amazon.com/Timex-Womens-TW2P68700-Pattern-Leather/dp/B00PUDMEOW/ref=sr_1_101
watches,"FITVII Health & Fitness Tracker 2024 (Answer/Make Calls), Smart Watch with 24/7 Heart Rate and Blood Pressure, Sleep Tracking, Blood Oxygen Monitor, 120+ Sport Mode Waterproof Activity Tracker",49.99,49.99,4.0,960.0,2000+,2024-11-07 13:27:22,https://www.amazon.com/FITVII-Pressure-Tracking-Waterproof-Activity/dp/B0CWRJK78S/ref=sr_1_102
watches,"OLEVS Men's Stainless Steel Chronograph Watch, Big Face Gold Silver Black Tone Easy to Read Analog Quartz Watch, Luxury Waterproof Date Diamond Roman Arabic Numerals Dial Dress Watch for Men",38.88,38.88,4.1,1157.0,400+,2024-11-07 13:27:22,https://www.amazon.com/Numerals-Chronograph-Stainless-Multi-Function-Resistant/dp/B09W9C9K9X/ref=sr_1_103
watches,"Smart Watch, 1.91"" HD Screen Smartwatch for Men Women(Answer/Make Call), Fitness Watch with Heart Rate/Sleep Monitor/Steps Monitor, 110+ Sports Modes, IP68 Waterproof Activity Trackers for Android iOS",39.99,39.99,4.7,1104.0,1000+,2024-11-07 13:27:22,https://www.amazon.com/Smartwatch-Fitness-Waterproof-Activity-Trackers/dp/B0D9KPLRY4/ref=sr_1_104
watches,"OLEVS Classic Men Watches with Date,Stainless Steel Man Watch with Date, Bussiness Watches for Men,Luminous Quartz Mens Watches Black/White/Blue/Gold, Waterproof Male Watch with Week",38.66,38.66,4.1,1252.0,50+,2024-11-07 13:27:22,https://www.amazon.com/Steel-Watches-Waterproof-Luminous-Classic/dp/B07WNVDZT8/ref=sr_1_105
